NDVI,area,date
0.3019092877788796,Motera,2020-10-14
0.3023637817643472,Motera,2020-10-14
0.2840137728428625,Motera,2020-10-24
0.2819066128463831,Motera,2020-10-24
0.281448263464655,Motera,2020-10-29
0.2783058156502645,Motera,2020-10-29
0.241317365575105,Motera,2020-11-03
0.2591714647529041,Motera,2020-11-03
0.2600187473850311,Motera,2020-11-08
0.2577223771991002,Motera,2020-11-08
0.2224846509763129,Motera,2020-11-13
0.2223225821248943,Motera,2020-11-13
0.2612227899349365,Motera,2020-11-23
0.2544914096441916,Motera,2020-11-23
0.2674420830752859,Motera,2020-11-28
0.2596336717496799,Motera,2020-11-28
0.2574503380898602,Motera,2020-12-03
0.250825248412495,Motera,2020-12-03
0.2418096637185287,Motera,2020-12-08
0.2416467292956003,Motera,2020-12-08
0.1768772745887709,Motera,2020-12-13
0.1767777791800074,Motera,2020-12-13
0.2616088330750207,Motera,2020-12-18
0.2581546910027224,Motera,2020-12-18
0.2566207893901454,Motera,2020-12-23
0.2513508450180144,Motera,2020-12-23
0.2531465163043668,Motera,2020-12-28
0.2524524778469244,Motera,2020-12-28
0.1473632626815495,Motera,2021-01-07
0.1469302632448435,Motera,2021-01-07
0.2277151482541689,Motera,2021-01-12
0.226509578716141,Motera,2021-01-12
0.2238949522164496,Motera,2021-01-17
0.2252191797381651,Motera,2021-01-17
0.2295637123500772,Motera,2021-01-22
0.2264129525565525,Motera,2021-01-22
0.2253667908726618,Motera,2021-01-27
0.2252630268002524,Motera,2021-01-27
0.2210565688257281,Motera,2021-02-01
0.21926833220458,Motera,2021-02-01
0.217734678441223,Motera,2021-02-06
0.2170178316335239,Motera,2021-02-06
0.2012137771308111,Motera,2021-02-16
0.2012923764427635,Motera,2021-02-16
0.2050235920409503,Motera,2021-02-21
0.2054237790369838,Motera,2021-02-21
0.1929211565681508,Motera,2021-02-26
0.1934114380306167,Motera,2021-02-26
0.2019337605640481,Motera,2021-03-03
0.201878858908495,Motera,2021-03-03
0.1900855664772045,Motera,2021-03-08
0.1904362896774037,Motera,2021-03-08
0.2021562561971882,Motera,2021-03-13
0.2020904575686936,Motera,2021-03-13
0.1984876735009517,Motera,2021-03-23
0.1989459688026311,Motera,2021-03-23
0.2156592617634566,Motera,2021-03-28
0.2151074435699392,Motera,2021-03-28
0.2154401424189397,Motera,2021-04-02
0.2143149655483417,Motera,2021-04-02
0.217071543622191,Motera,2021-04-07
0.2171744019809844,Motera,2021-04-07
0.2206305232097249,Motera,2021-04-12
0.2205468834441293,Motera,2021-04-12
0.1892520576022199,Motera,2021-04-17
0.1889769220805522,Motera,2021-04-17
0.1816260382793886,Motera,2021-04-22
0.1814921380566358,Motera,2021-04-22
0.1862633960945945,Motera,2021-04-27
0.1859105268744623,Motera,2021-04-27
0.1592351172231718,Motera,2021-05-02
0.1579274950309505,Motera,2021-05-02
0.2030004422013092,Motera,2021-05-07
0.2030598344737904,Motera,2021-05-07
0.1923194788690194,Motera,2021-05-12
0.192225987743345,Motera,2021-05-12
0.1603365299795427,Motera,2021-05-22
0.3075834416179256,Motera,2021-10-14
0.3060057216438586,Motera,2021-10-14
0.3196715438489129,Motera,2021-10-19
0.3185901389814045,Motera,2021-10-19
0.2791089645308989,Motera,2021-10-29
0.2772579515693308,Motera,2021-10-29
0.2860427615959753,Motera,2021-11-03
0.2828608589535034,Motera,2021-11-03
0.245134201480501,Motera,2021-11-08
0.2412044302268342,Motera,2021-11-08
0.2800636919564935,Motera,2021-11-13
0.2487878066718749,Motera,2021-11-13
0.2668485988177532,Motera,2021-11-23
0.2669170104960495,Motera,2021-11-23
0.1962692645518632,Motera,2021-11-28
0.1960401945522719,Motera,2021-11-28
0.2147943555225106,Motera,2021-12-03
0.2161981609682574,Motera,2021-12-08
0.2332697992633028,Motera,2021-12-08
0.2752974175259924,Motera,2021-12-18
0.2471337048614025,Motera,2021-12-18
0.2336551357605605,Motera,2021-12-23
0.2294586006629971,Motera,2021-12-23
0.1665384176716954,Motera,2022-01-02
0.1660889615040856,Motera,2022-01-02
0.2386235976034938,Motera,2022-01-12
0.2376450036408908,Motera,2022-01-12
0.1900181882764523,Motera,2022-01-17
0.189712019200263,Motera,2022-01-17
