area,no2_mean,no2_min,no2_max,no2_std,no2_count,date
Motera,0.00015655218144687243,9.785586919284932e-05,0.0004015128143928,5.787013179627717e-05,49,2021-01-01
Motera,0.00015998259228607004,9.20622212640103e-05,0.000373738430758,6.65834316299744e-05,47,2021-02-01
Motera,0.00017203418223819735,9.57054191986174e-05,0.0004177332062966,7.052068909402287e-05,50,2021-03-01
Motera,0.0001499910471814382,8.902006084101705e-05,0.0002822527161598,5.193685801450012e-05,53,2021-04-01
Motera,0.00011937827329697199,6.0324441606038616e-05,0.0003764087892916,4.097043393925031e-05,54,2021-05-01
Motera,0.00010916118120399359,7.02906254446002e-05,0.0001808441397074,2.1528984266677362e-05,49,2021-06-01
Motera,0.00010195930969715146,6.759055537327957e-05,0.0001422909638806,1.9510430912054944e-05,53,2021-07-01
Motera,9.983446366823459e-05,6.0121139540564686e-05,0.0001791968534235,2.6656861152801788e-05,49,2021-08-01
Motera,0.00010677067741187225,7.549631118310107e-05,0.0002077396182073,2.9346173331840793e-05,48,2021-09-01
Motera,0.00012324395545286362,8.530973155777561e-05,0.0002026540441229,2.432259364693448e-05,52,2021-10-01
Motera,0.00012207517446879274,8.481062832286498e-05,0.0002392599536715,3.0144777969337217e-05,54,2021-11-01
Motera,0.00012254546819884222,6.018205130038885e-05,0.000477387284163,6.101268257781205e-05,52,2021-12-01
Motera,0.0001313126569398073,7.83335708547356e-05,0.0003406276241285,5.377342619276623e-05,49,2022-01-01
Motera,0.00016486811808252234,9.62590856943276e-05,0.0005344708367853,7.97654321820076e-05,46,2022-02-01
Motera,0.0001360033274810379,7.618170321961465e-05,0.0002807959456872,4.47141342001658e-05,51,2022-03-01
Motera,0.0001326401719427728,8.264865202404879e-05,0.0002893856395661,4.133577986427849e-05,49,2022-04-01
Motera,0.00010513451766583855,6.387011707051424e-05,0.0001293413768135,1.5270218124452434e-05,51,2022-05-01
Motera,0.0001177527275097591,7.733696911510969e-05,0.0002140989552638,2.9203618819246606e-05,49,2022-06-01
Motera,9.372198745937552e-05,5.510690413227639e-05,0.0001700826542218,2.655099869685061e-05,50,2022-07-01
Motera,8.885060734069625e-05,5.6513612347262014e-05,0.0001583315737193,2.2042716913227663e-05,52,2022-08-01
Motera,0.00010105728005213582,7.197167724370375e-05,0.0001866739187537,2.2538446369904713e-05,52,2022-09-01
Motera,0.00013498837998804125,8.23841384406849e-05,0.0002784672698285,4.3237760647661665e-05,50,2022-10-01
Motera,0.00015461532253598298,0.0001009335785841,0.0002700403421414,3.928317459303395e-05,47,2022-11-01
Motera,0.00013373882820608612,7.688637766348392e-05,0.0002103696701182,2.6924227078545507e-05,78,2022-12-01
Motera,0.00014052072052950478,6.803805445088994e-05,0.0002330981806153,4.052583809594957e-05,170,2023-01-01
Motera,0.00018428480501751876,0.0001078614023498,0.0004188682551477,5.8395058845588e-05,213,2023-02-01
Motera,0.0001528825328143175,9.980167675419976e-05,0.0003842506706638,4.096170024941238e-05,120,2023-03-01
Motera,0.00013967772388634312,7.838316378182577e-05,0.000258382635931,4.1551644713744206e-05,50,2023-04-01
Motera,0.000124164206335317,7.571483729405551e-05,0.0003046835727212,4.167022425072259e-05,50,2023-05-01
Motera,0.0001103720812693802,6.0869797718923696e-05,0.0001574767630118,2.489540402072661e-05,49,2023-06-01
Motera,0.00010233716111145653,5.325332227479245e-05,0.0001816818600853,2.657644112877418e-05,48,2023-07-01
Motera,7.922283231269477e-05,5.369546923409286e-05,0.0001212356141009,1.3918164604155875e-05,51,2023-08-01
Motera,0.00010686923632760207,7.578633517352824e-05,0.0001625452860025,1.9690761221335558e-05,47,2023-09-01
Motera,0.000149656794737409,9.082184260477712e-05,0.0003072347736881,4.764745208462284e-05,48,2023-10-01
Motera,0.0001224177828722724,8.237966301992404e-05,0.0002987724198157,4.283248525582083e-05,49,2023-11-01
Motera,0.00010322480435173127,6.306831305186881e-05,0.000214140369229,2.9286620281694372e-05,52,2023-12-01
Motera,0.00012758777456059955,7.684890618323439e-05,0.0002501065740417,3.4755420248919e-05,52,2024-01-01
Motera,0.00012189298770983552,6.0483320990756656e-05,0.0002721659582758,4.090380569572453e-05,51,2024-02-01
Motera,0.000135607085662714,7.863995598201766e-05,0.0003126602409175,4.220223732685324e-05,48,2024-03-01
Motera,0.00012714579384850104,7.967831279744178e-05,0.0002208238049348,3.6708258438580874e-05,46,2024-04-01
Motera,0.00011780260940027804,2.677988512600049e-05,0.0002036018146032,2.866413985234093e-05,53,2024-05-01
Motera,0.00011778068671501923,6.110984395490146e-05,0.0001791584305572,2.4450876443759542e-05,51,2024-06-01
Motera,8.778802083255434e-05,5.325606980477137e-05,0.0001500865703247,1.9155126780210254e-05,47,2024-07-01
Motera,7.876788175345259e-05,5.7052526937540736e-05,0.0001353272964479,1.4835284276326575e-05,52,2024-08-01
Motera,8.914622556542666e-05,4.408236054586525e-05,0.0001272390380127,1.9498357405580258e-05,50,2024-09-01
Motera,0.000120912847191358,4.8389229667182896e-05,0.0002425660350127,3.560126193662657e-05,52,2024-10-01
Motera,0.00012401070602513698,8.323865040437222e-05,0.0002187777819677,2.8657079530663502e-05,46,2024-11-01
Motera,0.0001277764166374966,7.766555791022207e-05,0.000338774263146,4.64976665481748e-05,48,2024-12-01
Motera,0.0001250323376233337,7.006004110882896e-05,0.0002020364656287,3.329199363938902e-05,51,2025-01-01
Motera,0.00012847208090832355,6.39613936073383e-05,0.0002555414308337,3.462113966592657e-05,51,2025-02-01
Motera,0.00013434901386094014,8.187362254826853e-05,0.0002085227796414,3.127634284753466e-05,68,2025-03-01
Motera,0.00012080127875126744,8.675050048621894e-05,0.0001934099584554,2.599960411617661e-05,86,2025-04-01
Motera,0.000137936292285174,7.367769224131059e-05,0.0001719877987292,2.1704772208956512e-05,80,2025-05-01
Motera,0.00010265094574369713,6.774002249692325e-05,0.0001486895569663,1.910055159612089e-05,60,2025-06-01
Motera,8.644238682504558e-05,6.16350080235792e-05,0.0001237555624455,1.3419308628825053e-05,54,2025-07-01
Motera,8.401662329821927e-05,5.797804188363236e-05,0.0001282120332539,1.326447700537588e-05,53,2025-08-01
Motera,9.481725950079148e-05,6.237104703518826e-05,0.0001617551926783,1.9617722504896896e-05,61,2025-09-01
Motera,0.00010100419388692866,6.48688541133786e-05,0.0001560021765489,2.0847664191063313e-05,55,2025-10-01
Motera,0.0001121457391050165,7.701345020905023e-05,0.0002452504704706,2.7335810312551065e-05,46,2025-11-01
Motera,0.0001332843592258398,6.781839678355445e-05,0.0002991705738057,4.5218381789990654e-05,51,2025-12-01
Motera,0.00010818866763408231,7.312331066501926e-05,0.0001788536401801,2.3174265122915577e-05,50,2026-01-01
Motera,0.00012149971165218791,6.205734825929202e-05,0.0002666003064475,4.1592256335002924e-05,48,2026-02-01
Motera,0.0001355040141101208,8.679621532790423e-05,0.00030066769028,4.7226759542086376e-05,35,2026-03-01
Naroda,0.00011564587807002078,5.593850073637441e-05,0.0002099921046058,4.1143965747185905e-05,36,2018-07-01
Naroda,9.828187249108309e-05,6.553466309328894e-05,0.0002484181880919,3.061103590162587e-05,39,2018-08-01
Naroda,0.00012086245371953884,7.09187403401276e-05,0.0003549872033542,4.993851857889426e-05,46,2018-09-01
Naroda,0.00018328170552911105,9.236745805915254e-05,0.0003708253399158,7.68490242127652e-05,45,2018-10-01
Naroda,0.0001189737791519074,7.618444215040654e-05,0.0002267859690352,3.0837253931905996e-05,45,2018-11-01
Naroda,0.00012398738575118345,7.737826672382653e-05,0.0002528838813304,4.0020815473159546e-05,50,2018-12-01
Naroda,0.00013735633338541402,8.382670928450741e-05,0.0004213847369935,6.648916374256727e-05,52,2019-01-01
Naroda,0.0001507098835563907,7.721003393167106e-05,0.0003772959668644,6.03829792665447e-05,44,2019-02-01
Naroda,0.0001493014396873764,8.548519716533137e-05,0.0003249719882928,5.194553641824879e-05,50,2019-03-01
Naroda,0.00015271912407500925,0.0001128999530443,0.0002506605524104,3.138071896656854e-05,54,2019-04-01
Naroda,0.00014407200253846006,7.618296519310411e-05,0.0002395112006939,2.7554181487335974e-05,54,2019-05-01
Naroda,0.00012680667983715711,7.262407490049764e-05,0.0002201262745761,2.7911916262125692e-05,47,2019-06-01
Naroda,0.00010895946922940904,5.427084256986293e-05,0.000165154384296,2.3236037128809673e-05,46,2019-07-01
Naroda,9.587008184400479e-05,5.414753966427019e-05,0.0001564820530543,1.8857724618697062e-05,54,2019-08-01
Naroda,9.374355436598468e-05,5.899283420087684e-05,0.0002137471310561,2.8851007730786452e-05,53,2019-09-01
Naroda,9.83879521120254e-05,6.491811212858707e-05,0.0002136957553937,2.5098841539246304e-05,54,2019-10-01
Naroda,9.94088220254071e-05,6.578333704965189e-05,0.0001806702164685,2.402711205695582e-05,46,2019-11-01
Naroda,0.00010913416938472706,6.656261024384743e-05,0.0002798576155082,4.6070495509133566e-05,49,2019-12-01
Naroda,0.00011098167648232124,5.956741297445575e-05,0.0002549114382626,4.356250424352353e-05,49,2020-01-01
Naroda,0.00013470186321284762,5.898472344994967e-05,0.000356135757405,7.56292595568623e-05,47,2020-02-01
Naroda,0.0001340975183864673,6.675533166438237e-05,0.0003335202249918,5.192278515172449e-05,46,2020-03-01
Naroda,7.935924842973618e-05,1.9315366281030185e-05,0.0001006305625869,1.1883027770449717e-05,50,2020-04-01
Naroda,9.199126385659558e-05,6.708221096207762e-05,0.000128131860968,1.0672452179940734e-05,53,2020-05-01
Naroda,0.00010665418396830977,8.492758136479182e-05,0.0001665201018677,2.0155910372694902e-05,51,2020-06-01
Naroda,9.484640040186851e-05,5.418367420236043e-05,0.0001381458068994,2.459892434672397e-05,44,2020-07-01
Naroda,7.946604530183879e-05,4.5578081920925545e-05,0.0001184568063852,1.375231154270979e-05,51,2020-08-01
Naroda,0.00010613564934845676,6.992036842236974e-05,0.0001958565321759,2.6618673466382127e-05,48,2020-09-01
Naroda,0.0001191328243144623,6.844352393100152e-05,0.0002093638359683,2.9351194307506985e-05,52,2020-10-01
Naroda,0.00011480508096287076,5.148708903653166e-05,0.0003177759841002,4.837776614281822e-05,49,2020-11-01
Naroda,0.00013703613416983227,8.728540348871138e-05,0.0002848073469284,3.670390895863031e-05,47,2020-12-01
Naroda,0.0001688699605054815,9.398580161989366e-05,0.0005069431606677,9.259965000836324e-05,49,2021-01-01
Naroda,0.00018672425422205246,8.549206294155193e-05,0.0004032793262991,7.076745487319369e-05,48,2021-02-01
Naroda,0.00019583969580419798,0.0001092029415303,0.0003280575286013,5.302430396323982e-05,49,2021-03-01
Naroda,0.00017026869216857734,0.0001110799484975,0.0002540006423025,3.773556311529028e-05,53,2021-04-01
Naroda,0.00013254211857024946,6.359593501854644e-05,0.0001986105721657,2.4413827501398867e-05,54,2021-05-01
Naroda,0.00012200980664201897,7.073163590137147e-05,0.0001901288339395,2.1630583848262733e-05,49,2021-06-01
Naroda,0.0001027480778791955,6.661584353519479e-05,0.0001713699058182,2.545639931308116e-05,53,2021-07-01
Naroda,0.00010811200631282992,6.395594688294387e-05,0.0001748487953008,2.8992622410436446e-05,49,2021-08-01
Naroda,0.00010153800961789333,6.685752924211967e-05,0.0002044777837561,2.4297000671513576e-05,49,2021-09-01
Naroda,0.00013319434574286137,8.70482981554443e-05,0.000251938230508,3.5402967438026686e-05,52,2021-10-01
Naroda,0.00011847395519925341,8.246146140783027e-05,0.0002170002556636,2.7737060907914328e-05,54,2021-11-01
Naroda,0.0001377130334364036,6.229691092010116e-05,0.000920382665059,0.00011914493663783996,52,2021-12-01
Naroda,0.00014113796771312288,7.033024605930474e-05,0.0004543526365195,7.113969054496259e-05,49,2022-01-01
Naroda,0.00018924801329008246,9.820605335577428e-05,0.0006106197990242,9.381589342710767e-05,47,2022-02-01
Naroda,0.00014606071304051977,7.17216741061851e-05,0.0002642964245751,3.932335296491465e-05,51,2022-03-01
Naroda,0.00016139406367247282,8.792197298555646e-05,0.0002375278503307,3.3551958548095754e-05,49,2022-04-01
Naroda,0.0001284764328615807,5.917709859205973e-05,0.0002389529836363,2.8984213618614787e-05,51,2022-05-01
Naroda,0.0001257927941618829,4.97113518471204e-05,0.0002281382138228,3.450880299727619e-05,49,2022-06-01
Naroda,9.383263111561652e-05,5.197762205106945e-05,0.0001504295651102,2.0936472949934845e-05,50,2022-07-01
Naroda,9.138220508698278e-05,6.347085864288006e-05,0.0001477506006047,2.0989542718994323e-05,52,2022-08-01
Naroda,0.00011503998671746156,8.025897768122836e-05,0.000204903754478,2.351704975235312e-05,52,2022-09-01
Naroda,0.00012184426311202741,8.199842987108732e-05,0.0001954917536893,2.4581735706424944e-05,50,2022-10-01
Naroda,0.00014892091953654676,9.54296555071153e-05,0.0002266046903029,3.401439946758565e-05,47,2022-11-01
Naroda,0.0001389707587521241,8.178652043742408e-05,0.0002752106192272,4.685175453245224e-05,78,2022-12-01
Naroda,0.00014915778790596117,7.783490913846387e-05,0.0003230258195007,5.6213900467097234e-05,169,2023-01-01
Naroda,0.00018569626354230514,8.157548290907395e-05,0.0003577508654021,6.631484507350956e-05,213,2023-02-01
Naroda,0.00015461770544539116,9.557679508253596e-05,0.000297345746565,3.68611795490813e-05,121,2023-03-01
Naroda,0.00016045043529686956,7.059947690654964e-05,0.0002819210422297,4.387808690414885e-05,50,2023-04-01
Naroda,0.00015307424823191758,8.882034479110012e-05,0.0002690744180415,3.245010573222137e-05,50,2023-05-01
Naroda,0.00012316896456569348,5.751498981756844e-05,0.0001983550080783,3.3686250671240156e-05,49,2023-06-01
Naroda,0.00010382995302521387,6.755253349077793e-05,0.000172700671397,2.694256331217397e-05,48,2023-07-01
Naroda,8.761992721932899e-05,5.826569811872403e-05,0.0001268144403034,1.6127478947556646e-05,50,2023-08-01
Naroda,0.00012161879990811193,7.18727678759067e-05,0.0001883579807402,2.6753531643906395e-05,47,2023-09-01
Naroda,0.00018082000309406875,0.000102121977398,0.0002919797257855,4.395744653013532e-05,48,2023-10-01
Naroda,0.00011141575461395841,7.275380585531595e-05,0.000186727576987,2.763040785001822e-05,49,2023-11-01
Naroda,0.00010673150485044325,7.553878920467863e-05,0.0001971245504373,2.832691850018883e-05,52,2023-12-01
Naroda,0.0001459654280637303,7.559741649127134e-05,0.000382306416249,7.271290675313569e-05,52,2024-01-01
Naroda,0.0001193387435486469,6.0649185389172494e-05,0.0001977609360223,3.1666753876685034e-05,52,2024-02-01
Naroda,0.00016405057516995531,8.5345885404866e-05,0.0002876296930481,4.5061869400093185e-05,50,2024-03-01
Naroda,0.00014682201648436458,7.619247480762676e-05,0.0002977330004797,4.416968919428314e-05,46,2024-04-01
Naroda,0.00014012984987099377,4.719035561307012e-05,0.0002133171574772,2.7090927058517402e-05,53,2024-05-01
Naroda,0.0001278839282607011,5.361212356841269e-05,0.0001806283978045,3.1013370399438717e-05,51,2024-06-01
Naroda,9.564149421805811e-05,6.175220847422432e-05,0.0001489167109215,2.1718280677043017e-05,47,2024-07-01
Naroda,8.193646791239726e-05,3.8310445233946144e-05,0.0001445616596532,2.0147281686407854e-05,52,2024-08-01
Naroda,0.00010349384614092658,4.772767828364495e-05,0.0001714481356775,2.897341918051227e-05,51,2024-09-01
Naroda,0.00012518427966584043,2.892327739965564e-05,0.0003258391586365,4.290723657953447e-05,53,2024-10-01
Naroda,0.00011353825520979339,8.047538975740421e-05,0.0001615816345014,2.1385268198064248e-05,47,2024-11-01
Naroda,0.00012401528273051638,7.618992833077542e-05,0.0003223921355368,4.5304019467801074e-05,48,2024-12-01
Naroda,0.00012817061584927722,7.205412839540645e-05,0.0003559041138345,6.472681997615028e-05,51,2025-01-01
Naroda,0.00014569102004714188,8.802876872642241e-05,0.0002529180994006,4.3315219505039106e-05,51,2025-02-01
Naroda,0.0001487353690844733,9.514933902998336e-05,0.0003173459587862,4.2108499173213083e-05,68,2025-03-01
Naroda,0.00015016926447990498,9.216154799324816e-05,0.0002566351674008,3.6129556388340605e-05,86,2025-04-01
Naroda,0.00015683634252249608,9.771642622429248e-05,0.0002169787248763,2.7172978755529603e-05,79,2025-05-01
Naroda,0.0001146205138650473,6.497895578816827e-05,0.0001568709055217,2.3504602731186844e-05,60,2025-06-01
Naroda,9.579838024903164e-05,4.739307846580259e-05,0.0001516163477398,1.715643382457527e-05,54,2025-07-01
Naroda,9.155694221193059e-05,6.779649018364296e-05,0.0001321772728719,1.4539142366394765e-05,53,2025-08-01
Naroda,0.00011060430814643079,5.3763990896981045e-05,0.0001875589571153,2.670076454544095e-05,61,2025-09-01
Naroda,9.559187001215935e-05,5.733674715238728e-05,0.0001417859360856,2.0324058034584805e-05,56,2025-10-01
Naroda,0.00010518060997074551,6.988457141575874e-05,0.0001570769090903,2.044170763224913e-05,47,2025-11-01
Naroda,0.0001243173661722185,8.355295470552593e-05,0.0003709590715044,5.5585418832555434e-05,51,2025-12-01
Naroda,0.00010844022133744018,6.591950124780162e-05,0.0001571935176518,2.0923000305685062e-05,51,2026-01-01
Naroda,0.00012387682294109228,6.019468840970007e-05,0.0002379831881824,4.325318408570073e-05,47,2026-02-01
Naroda,0.00015046400219104365,8.32790243384929e-05,0.0002364539568143,4.2461849189306424e-05,35,2026-03-01
Nikol,0.00011159114948497343,5.6194565802497584e-05,0.0002098971636661,3.803699951050957e-05,36,2018-07-01
Nikol,9.794926743904814e-05,6.659423136296804e-05,0.0002409783056889,3.0198394773663515e-05,39,2018-08-01
Nikol,0.00012280397062263258,6.941852128818884e-05,0.0003576376662568,5.0579005990007614e-05,46,2018-09-01
Nikol,0.0001788477705203301,8.153985283460691e-05,0.0003587576810058,7.250305039006143e-05,45,2018-10-01
Nikol,0.00011818810970161938,7.637975798543636e-05,0.0002569270342272,3.453495629504044e-05,45,2018-11-01
Nikol,0.00012633489204990218,7.439408611644546e-05,0.0002528838813304,4.180955651054207e-05,50,2018-12-01
Nikol,0.00014175308669994328,7.713893027356047e-05,0.0004513872167368,7.488127537570385e-05,52,2019-01-01
Nikol,0.0001550998961886224,8.858048386173323e-05,0.0002940145247561,5.3986147315119075e-05,44,2019-02-01
Nikol,0.00015277922120381386,8.548582991352305e-05,0.0003087579346136,5.1340875324070564e-05,50,2019-03-01
Nikol,0.00015886865811124814,0.0001155516223351,0.0002484233652894,3.019658369115061e-05,54,2019-04-01
Nikol,0.00014639446422226398,9.502664962265438e-05,0.0002423338016644,2.6838173578418125e-05,54,2019-05-01
Nikol,0.00012699678317063098,7.094709954329588e-05,0.0001807367112304,2.570837910141374e-05,47,2019-06-01
Nikol,0.00011034445242960223,5.421648784071317e-05,0.0001755648371575,2.4752885667671783e-05,46,2019-07-01
Nikol,9.738966785996106e-05,5.4194838583263766e-05,0.0001596936344867,1.982672696443041e-05,54,2019-08-01
Nikol,9.23680139391815e-05,5.737466890145901e-05,0.000206388067454,2.213712756903596e-05,53,2019-09-01
Nikol,9.4928636957444e-05,4.4814230932388455e-05,0.0002198604366963,2.8579272072712262e-05,54,2019-10-01
Nikol,0.00010076347475997295,6.578333704965189e-05,0.0001879076153272,2.612793861569278e-05,46,2019-11-01
Nikol,0.00011188090668559094,6.216517249100438e-05,0.0003320015384815,5.4119496594499505e-05,49,2019-12-01
Nikol,0.00011559824552730086,5.908616367378272e-05,0.0002726831402852,4.665059820132101e-05,49,2020-01-01
Nikol,0.00013720789713090678,5.811097435071133e-05,0.0003580190302846,7.808886931276864e-05,47,2020-02-01
Nikol,0.00013009890962333736,6.828894794305196e-05,0.0003291196879161,4.402082070175764e-05,46,2020-03-01
Nikol,7.860147731389593e-05,1.7252101315534674e-05,9.936993592423452e-05,1.1634312962060507e-05,50,2020-04-01
Nikol,9.09035836034744e-05,6.681429599371206e-05,0.0001174691142722,9.364492413206063e-06,53,2020-05-01
Nikol,0.00010773478880832618,7.751004031214792e-05,0.0001790761161828,2.0919757743976127e-05,50,2020-06-01
Nikol,9.38404837304843e-05,5.395026383343119e-05,0.0001358040139973,2.3436765264191806e-05,44,2020-07-01
Nikol,8.12960493963704e-05,4.564421900779109e-05,0.0001165199180327,1.3425179087693915e-05,51,2020-08-01
Nikol,0.00010859902766480416,6.95200526108759e-05,0.0001974181708311,2.8986003250305414e-05,48,2020-09-01
Nikol,0.00012536213639058655,6.829590939022809e-05,0.0002144717359647,3.109551925693794e-05,52,2020-10-01
Nikol,0.00011428918320922332,5.379667628426215e-05,0.000295117222474,4.5373006403392276e-05,49,2020-11-01
Nikol,0.00013811968583384268,9.023241000248278e-05,0.0002661665952507,3.511361226198317e-05,47,2020-12-01
Nikol,0.0001764499798839256,9.531888967285482e-05,0.0005032150699488,9.861464287734927e-05,49,2021-01-01
Nikol,0.00020074436534815173,8.587791226437497e-05,0.0004312751929265,7.962934220975478e-05,47,2021-02-01
Nikol,0.00019981077269554898,0.0001253916635402,0.0003707618500889,5.726132332180546e-05,49,2021-03-01
Nikol,0.0001707203728942849,0.0001157207747387,0.0002344742679271,3.456843614304536e-05,53,2021-04-01
Nikol,0.00013383170514189867,6.125363870522863e-05,0.0002250227454667,2.6729575811692446e-05,54,2021-05-01
Nikol,0.00012051109202331766,6.71959787723671e-05,0.0002037896027556,2.3874469624260397e-05,49,2021-06-01
Nikol,0.00010331848296565039,6.660629820840605e-05,0.0001742510466291,2.6391023399127876e-05,54,2021-07-01
Nikol,0.00010582340112962506,6.295887626736073e-05,0.0001737863699194,2.744824596824028e-05,50,2021-08-01
Nikol,0.00010123129176290688,6.472760933484268e-05,0.0002044147997552,2.8026885408469106e-05,49,2021-09-01
Nikol,0.00013565928485497186,8.787132557029208e-05,0.0002560496887552,3.808849439531707e-05,52,2021-10-01
Nikol,0.00011713917421052988,7.976530201577771e-05,0.0002222635494692,3.04794622190505e-05,54,2021-11-01
Nikol,0.00013667760382191633,7.067688718013574e-05,0.0007977657474331,0.00010266310017843837,52,2021-12-01
Nikol,0.0001420005090638255,7.69654920296564e-05,0.0004585259011946,7.411149722858572e-05,49,2022-01-01
Nikol,0.00019240316808133572,9.598445613117856e-05,0.0005955299129708,9.246302151052125e-05,47,2022-02-01
Nikol,0.00015379953322175967,7.295704012268852e-05,0.0002642964245751,3.747885775769404e-05,51,2022-03-01
Nikol,0.00016706405202995258,9.383000088127746e-05,0.0002864470826294,3.498577243604638e-05,49,2022-04-01
Nikol,0.0001261716636117736,5.986343970149167e-05,0.0002265354422864,2.8158046494856427e-05,51,2022-05-01
Nikol,0.00012398780341545392,4.97113512643582e-05,0.0002065025328193,3.0850970619243146e-05,49,2022-06-01
Nikol,9.410840022832658e-05,5.37233011160375e-05,0.0001521267050081,1.928179761990535e-05,50,2022-07-01
Nikol,9.210261666008811e-05,6.18599387172085e-05,0.0001491850990407,2.1440550497643596e-05,52,2022-08-01
Nikol,0.00011788864690962111,8.08774086368189e-05,0.0002060498670738,2.556462537841024e-05,52,2022-09-01
Nikol,0.0001219153945294836,8.004907431312703e-05,0.0001768704571422,2.222493964036088e-05,50,2022-10-01
Nikol,0.0001525477124271488,7.717222815356388e-05,0.0002732729068522,4.214278117121295e-05,47,2022-11-01
Nikol,0.0001459659783573409,8.791987195025414e-05,0.0003131490878943,5.997213332604267e-05,78,2022-12-01
Nikol,0.00015884794073692184,7.507178657040913e-05,0.0003371897554716,6.544302698309995e-05,169,2023-01-01
Nikol,0.00018754702216097405,8.15963526406935e-05,0.0003522050043067,6.600732384751522e-05,213,2023-02-01
Nikol,0.00014978898204744348,7.260314135047781e-05,0.0002467900781442,3.6372153899460616e-05,121,2023-03-01
Nikol,0.00016791234575536817,7.136676172041272e-05,0.000277831250897,4.794076236150684e-05,50,2023-04-01
Nikol,0.00015084794915959168,7.739281864878519e-05,0.0002662941988091,3.2419070885351085e-05,50,2023-05-01
Nikol,0.00012019087404542203,5.712508936995195e-05,0.000189085938651,3.266450052551381e-05,49,2023-06-01
Nikol,0.00010090104889637981,6.956843295326664e-05,0.000155100492419,2.355695428706459e-05,48,2023-07-01
Nikol,8.668324364990378e-05,5.606982771356846e-05,0.0001275403217501,1.73041980513724e-05,50,2023-08-01
Nikol,0.00012870743127797282,6.634944104764254e-05,0.0002285151038827,3.074945596910692e-05,47,2023-09-01
Nikol,0.00018385084449655208,0.0001003627985241,0.0002667077339567,4.483007223052956e-05,48,2023-10-01
Nikol,0.00011147609518580562,7.275154646678118e-05,0.0001945488282805,2.823702445305332e-05,48,2023-11-01
Nikol,0.00010771284804931529,5.269444914225498e-05,0.0001968902421079,3.0416546234290054e-05,52,2023-12-01
Nikol,0.00015216929497495523,7.969495053394646e-05,0.0003816863272487,7.975457035378354e-05,52,2024-01-01
Nikol,0.00012342166891764672,5.971308364485235e-05,0.0001983317779377,3.2397269230108444e-05,52,2024-02-01
Nikol,0.0001690525238039249,9.91227602255032e-05,0.0002902252642167,4.5181887236538036e-05,50,2024-03-01
Nikol,0.00014918138310964226,7.619247480761193e-05,0.0002709456193553,3.715812830827178e-05,46,2024-04-01
Nikol,0.00014328765806230986,4.816212842822305e-05,0.0002321385456081,2.8987450168980813e-05,53,2024-05-01
Nikol,0.0001264865435716636,5.5613018144745246e-05,0.0001741082794646,2.972216884905735e-05,51,2024-06-01
Nikol,9.35460947040977e-05,6.260231066702434e-05,0.0001426126482327,2.0221521855105222e-05,47,2024-07-01
Nikol,8.298230444243224e-05,3.950105644044683e-05,0.0001462344869343,2.0879332041954893e-05,53,2024-08-01
Nikol,0.0001065367969750584,4.76984127900252e-05,0.0001701558090914,3.1382582114560214e-05,50,2024-09-01
Nikol,0.00012966090844779274,4.407227453084998e-05,0.0003385031499903,4.812690465943247e-05,53,2024-10-01
Nikol,0.00011111357318731523,6.977873516035518e-05,0.0001756000717453,2.2727739866583968e-05,47,2024-11-01
Nikol,0.00012699778831100616,7.618989184266473e-05,0.0003167896285834,4.632846540035725e-05,49,2024-12-01
Nikol,0.0001345512356936596,6.85077431596519e-05,0.0003952874541814,7.319638986640844e-05,50,2025-01-01
Nikol,0.0001514771364277415,8.466927724421672e-05,0.0002979228992893,5.108132786482344e-05,51,2025-02-01
Nikol,0.00015186827546065295,0.0001034854470526,0.0003081436277005,4.097001627251457e-05,68,2025-03-01
Nikol,0.00015219681441029615,9.65243287670498e-05,0.0002498081134346,3.5996727951058874e-05,87,2025-04-01
Nikol,0.00015265254137042142,9.802943320469243e-05,0.000209227066087,2.412123556546045e-05,79,2025-05-01
Nikol,0.00011544383881163828,6.630546441101867e-05,0.0001573436165927,2.4710385715919794e-05,59,2025-06-01
Nikol,9.61187994106819e-05,6.027137866806876e-05,0.0001569202286191,1.7168577545536632e-05,54,2025-07-01
Nikol,9.466782626690865e-05,6.465624036078383e-05,0.0001321748992817,1.6049678853371064e-05,53,2025-08-01
Nikol,0.0001127225183345784,5.032067201683092e-05,0.0001721553590407,2.7649607593589965e-05,62,2025-09-01
Nikol,9.448862611764109e-05,5.448060225340299e-05,0.0001548799162009,2.207002484602516e-05,56,2025-10-01
Nikol,0.00010638059250634094,6.923002365513272e-05,0.0001635921643383,2.168711224397398e-05,47,2025-11-01
Nikol,0.00012688933361444915,7.963238513689079e-05,0.0004043575609103,6.167414509906893e-05,51,2025-12-01
Nikol,0.00011230185739601044,7.533035866578076e-05,0.0001619611721252,2.184287348647913e-05,51,2026-01-01
Nikol,0.0001298342102358958,5.8966336956097936e-05,0.0002384142361375,4.755130693492168e-05,47,2026-02-01
Nikol,0.00015852394416018858,0.0001018795607909,0.0002841767092526,4.494421607350061e-05,35,2026-03-01
Prahlad Nagar,0.00010180382948073173,6.597810074125479e-05,0.000211334843989,2.8582667475951574e-05,36,2018-07-01
Prahlad Nagar,9.091573591787524e-05,5.503256414482645e-05,0.0002669556329927,3.727467317335533e-05,40,2018-08-01
Prahlad Nagar,9.703538333981641e-05,5.628088641031213e-05,0.000191551313037,2.899385717222953e-05,45,2018-09-01
